Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
376296,B000MXHQS4,AXLWYATME4LVK,S. Wild,0,0,5,1295308800,Great!,My Grandson has problems with constipation and this product works great. We give him some every other day and he has no problems! Quick shipping.
378130,B008FHUGNQ,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,Coffee People Jet Fuel Dark Roast K-Cup Portion Pack for Keurig Brewers (Pack of 50),I received the K-cup coffee on time. I only drink this coffee in the morning to wake me up. The love the flavor of this coffee.
378978,B005ZBZLPI,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,"San Francisco Bay Coffee Decaf One Cup for Keurig Brewers, French roast, 36 count",I received the order on time. I love the flavor of the French Roast blend. I use my Keurig everyday when I only want one cup of fresh coffee.
380008,B0012KIBCQ,A1Z54EM24Y40LL,c2,0,0,4,1249171200,"Not the favorite, but passable","Of all the gormet Fancy Feast varieties, this one seems to be the least favorite.  Not sure why - they won't eat salmon fresh from the market either.  Must not be on the regular cat's palate for some reason.  The smell is quite nice though - smells like people food really.  You can't really go wrong with these Fancy Feast varieties - they're the hit in this house!"
380704,B00376301U,A1Z54EM24Y40LL,c2,3,4,4,1300838400,"Not bad, but a little pricey","After reading some reviews here that reflect the price of cat food in other states, I feel less likely to complain that they were just raised to $.50 a can!  My cat really likes two of the three flavors in this pack, particularly the beef and salmon.  He's a toothless wonder and they fillets sometimes give him a bit of trouble in the chewing department, but he loves the flavor so much he just swallows most of it whole.  They contain a good deal of gravy too which he loves, but again, the hunks of meat are larger in the fillet variety so if you have a toothless wonder like mine, you might want to keep that in mind.  This is pretty pricey here too - paid about six dollars for this same package here locally.  Great stuff, highly recommend!"
382319,B001STPJJO,A1Z54EM24Y40LL,c2,1,1,5,1287619200,"Great stuff, price pretty good!","I normally buy this loaf pack at my local store that starts with a t at pretty close to this same price.  This makes them .50 a can, which is about average for Fancy Feast.  This is the ground variety, in case you're wondering.  Thought I'd let you know since I didn't see that in the listing.  I have one cat that will eat ground, and one that won't.  Usually the males LOVE their meat so they won't touch ground, but the females will.  They particularly love the chicken in this pack, with turkey running a close second.  Beef I only feed them once a week or so - not their favorite but they'll choke it down.  Great buy, love the free shipping too.  Highly recommend!"
383701,B00451WLYI,A20EEWWSFMZ1PN,"bernie ""webviator""",3,3,5,1342828800,Take a sharp object to defend your self,"Unlike most people, I prefer not a weak coffee but a milder roast than the burnt stuff most coffee houses make that requires many accoutrements to mask like cream, sugar and artificial flavors. Therefore, I purposely only tried the Columbian.<br /><br />I work in a place that has poorly serviced coffee ""dispensing machines."" They are fun in that you never know what will come out in a day-to-day basis. Some time just your coins back. A few people have illicit electric coffee pots, others use a French press, and still others sneak out for the real thing.<br /><br />Now that I discovered the Columbian Via. I have to defend my cup from all those noses that circle my cup. I know there are directions on the pack; however, I now have my own ritual. Clean cup, fill 2/3rds filtered water. 90 seconds in the microwave. Shake contents to bottom of pack. Rip the whole top off the pack with teeth. Pour pack in coup and watch sizzle. Stir for a few seconds. Add a tad of ice. Hope I can make it back to my desk before the cup empties.<br /><br />I was never a fan of reconstituted coffee however I think it is the addition of the micro-ground coffee that adds the edge necessary.<br /><br />In any event you owe it to yourself to try it."
386524,B000I2T9BG,A1Z54EM24Y40LL,c2,0,0,2,1249430400,Picky turkey junky cat turned it down.,"I was surprised when my turkey junky turned this one down.  He's loved most of the other varieties in this series and well, this one just didn't make the grade.  Had to flush it down the garbage disposal so the rest went back to the store for the egg souffles'.  Gotta love that finicky part, huh?  Anyway, I do recommend it anyway because of their high nutritional value.  My rescue Persian cannot eat these shredded varieties because her previous owner kicked out her teeth on one side of her mouth.  She doesn't care much for turkey anyway but I was disappointed that she couldn't chew these because of their high nutritional value.  Gets tiring cutting up all that cat food! Recommend but with the above experience."
391505,B0001RT5OY,A1Z54EM24Y40LL,c2,4,4,5,1091059200,"Works great, quite easy","We had to get this toothbrush kit for our cat who has a bad gene pool regarding his teeth.  It works just great and the cat doesn't really seem to mind having his teeth brushed at all.  After paying $300 to have them cleaned, this is definitely a good investment.  If your cat has bad teeth, or even if he doesn't, this is just a good habit to start in your cat's hygiene.  It definitely saves on the health bills later!"
393548,B003EMQGVI,A27X750TSCLBD,"Natasha Fletcher ""Earth Worm""",1,1,4,1339200000,Once you get used to it...,"I have been living a low carb lifestyle for years and never eat candy bars or sugary snacks. Also, I steer clear of artificial sweeteners and only sweeten things with KAL brand stevia so, when I saw this I was excited due to all the great reviews. Initially, I hated this chocolate, but after a couple of times I got used to the taste and now I like it.  I eat it with peanut butter or almond butter, one square does the trick for me. Very impressed!"
393829,B000E1DR2S,A1Z54EM24Y40LL,c2,3,3,5,1203206400,Great pie!,"If you're making a chocolate pie, be SURE to use this one!  Oh golly!  The chocolate is so good in this pudding that you can barely get it into the pie crust.  Drizzled with a little chocolate syrup and served with fresh strawberries on top, wow! Highly recommend!"
395012,B001EO5SCQ,A26LCS1BBLKY9F,BlackHawk,0,0,4,1255305600,"Good, solid product - worth eating.  Somewhat spicy.","First this product excels because it isn't loaded with nasty preservatives, chemicals or other nasty junk, just the good stuff.  The meat itself is perfection, I haven't ever found any fat or hard bits, always just the right moisture and texture good quality tender meat.  The only reason I give this 4 stars is because I personally don't care for the spice they used (it is a powdered type and not hot enough for me.)  It tastes good but isn't my favorite.  If you aren't into inferno heat out of your food give this a try as you may just like it a lot!"
397770,B001EYUE5M,A1Z54EM24Y40LL,c2,0,0,4,1350345600,"Not the best, but CERTAINLY, not the worst!","This is a breakfast blend coffee and, for many coffee producers, a breakfast blend also means ""the strongest daggone brew we can make"" mentality.  Well, caffeine is caffeine and this guy is a bit strong for me.  I prefer Caribou's breakfast blend over this Green Mountain version. It's just entirely more smooth, no bitterness at all, and just a very enjoyable cup of coffee.  I think this one tastes a bit burnt, like Starbuck's, not at all as nice as some of their other blends (especially the pumpkin spice - awesome!).  Try it to see if it suits your taste but get the 12-pack first.  Otherwise, if you think the way I do, 24 of these guys is a LOT of coffee to wash down!"
397771,B001EYUE5M,A1KPKQZ1GMKAKO,Norma,0,0,5,1350345600,Great Coffee,"When I bought my coffeemaker, tried out several different brands and types of coffee but this one has become a stable.  I can count on it for a great cup of coffee - not too strong or too mild, just the way I like it.  Unfortuantely, I now drink more coffee than I probably should because of the taste but that's the only downside."
397772,B001EYUE5M,ALEABNMSVO1JI,gibble,0,0,5,1350172800,awesome coffee,"I have enjoyed this brand of coffee for several years now and it has been consistent in flavor!  I was happy to see that it came in a 50-count box....with cold weather approaching, I will be drinking a LOT more coffee."
397773,B001EYUE5M,A2AAA0U5QD5TGB,DVDLOVER,0,0,5,1350086400,Great buy for K-Cups,"If you love your Keurig coffee brewer, you'll love this buy for Green Mountain 50-count Breakfast Blend Coffee K-Cups. GREAT!!!"
397774,B001EYUE5M,A2WK0Q0WABVVH,bowtie55,0,0,3,1350086400,not to crazy,"Love green mountain coffee, but the breakfast blend was not strong or bold enough for me, will try stronger and bolder ones and get back to you all with another review, thanks"
397775,B001EYUE5M,A1N58XGILUVX6S,Martin B. Kerschus,0,0,3,1350000000,Too weak,I expected a little more flavor as I usually like Green Mountain Coffees.<br />Next time I'll look for a French Roast!
397776,B001EYUE5M,A1B3SY3J47EXZE,Terry Defosse,0,0,5,1349827200,50 count Green Mountain Breakfast Blend K-Cups,"I recently purchased the 50 count Green Mountain Breakfast Blend and I have to say that the price was unbeatable, Not to mention the coffee. I only drink Green Mountain Coffee. I only wish they could offer more variety in the 50 count. I will and am going to continue buying this brand of coffee.Love it- Love it- Love it<br /><br />  Thank You Green Mountain Coffee"
397777,B001EYUE5M,A2SNPFTCYI60V2,D. Bright,0,0,2,1349827200,Not my favorite coffee.,"Seems very weak.  I must be honest, I ordered the wrong coffee.  I was sad. This isn't bad as a base for an iced coffee."
397778,B001EYUE5M,AN71KYKFED796,Lesley V.,0,0,5,1349740800,Green Mountain coffee,Such a great product! Delivered fast & fresh. Can always rely in Green Mountain & kcups are great for people on the go & want 1 cup.
397779,B001EYUE5M,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,"Green mountain Coffee, Breastfast Blend K-cup Portion Pack for Keurig Brewers, 50 Ct.","I received the order in time. I love the blend of coffee, I use the Keurig machine every day.This is a decafe coffee, I also use regular blend."
398278,B001EQ4IXO,A2CJL1UC67IYR0,Ryan,0,0,4,1306800000,decent but not great,"Your average coffee ~ nothing bad about it at all just not omg fantastic<br /><br />For the price, you can't complain really I suppose so it gets 4 stars in terms of being a decent bargain"
402732,B0015ZIQ1O,A27X750TSCLBD,"Natasha Fletcher ""Earth Worm""",1,1,5,1325980800,Favorite,"This is probably my favorite tea, it tastes so fresh and fruity. My kids love it too and it's very good iced and warm. I just add a little stevia to make it perfect."
404900,B0012KIB5I,A1Z54EM24Y40LL,c2,5,5,3,1249344000,"High in protein, poor in taste","Kinda wish that liver thing was a thing of the past - never have had a cat that would eat the stuff but thought I'd try this since he likes all the other grilled varieties.  Honestly, the guy spit this stuff out on the floor!  Gave me a nasty look too and yelled until I changed his food.  Golly!  On the plus side, these varieties provide a bunch of protein and overall good nutrition for your cat, just buy their regular favorites with a different one thrown in for good measure.  Maybe you too can be cleaning off dried beef and liver from your drywall...:) Recommend but for the nutritional content and not the flavor, per my cat's request!"
408771,B003YDUIMK,A1Z54EM24Y40LL,c2,0,0,4,1338249600,"Okay, even though I've eaten them for years","I wonder when Keebler first started making these - it seems like forever because I remember eating them when I was very small and believe me, that was a LONG time ago!  The chocolate on these shortbread cookies tends to be a bit on the semi-sweet side, more towards the NOT sweet side, so if you have stomach problems that are aggravated by chocolate, you might want to skip these.  They are eaten here but VERY slowly so keep that in mind - these are always passed up by the boys so again, keep that in mind if you're new to this product.  Boys will eat about anything that isn't nailed down and if these are overlooked, well, you kind of get the idea."
411949,B000CQC05K,A1Z54EM24Y40LL,c2,0,0,5,1306108800,Been drinking it for years!,"I discovered this tea at work one day and have been drinking it for the past 25 years!  It's just awesome - you don't even need sugar - just some hot water and voila! Instant licorice flavor.  If you're not familiar with Stash's teas, then be sure to give this one a try.  They have wonderful, rich flavored teas, not too strong or too weak.  They come in a zillion varieties and all just equally as good.  Sign up for auto delivery on this one - you'll be back for more.  Highly recommend!"
413057,B000FRSSFC,A1VWS6CYSXHN2K,M. Chan,0,0,4,1309996800,Peanut butter cream ONLY!,"I like it when I am in the gym craving for a fast meal replacement. And among everything I have tried, this is the best flavor....(already)...not very sweet and creamy enough to fake yourself it's not a protein bar (lol)..."
413060,B000FRSSFC,A286RI97J5HV6N,Heidi,0,0,5,1308355200,Tastes like a Kit Kat,"These bars are so good. I don't like most protein bars because of the strong protein taste. I do taste a little bit of the protein still cause there is a lot of protein, but mainly I taste peanut butter and crunchy-ness. The chocolate bars, to me, taste like a Kit Kat w a little peanut butter.<br />I love these bars! I think they are worth the try."
413064,B000FRSSFC,AXLWYATME4LVK,S. Wild,0,0,5,1302480000,Wow these are good!,"I have tried LOTS of different protein bars. I don't eat those with high sugar alcohol levels and try to find items with as few unnatural ingredients as possible.<br /><br />These have a few ingredients I am not super crazy about, but wow are they good! Easy to take along and really tastes like you are splurging on a candy bar!<br /><br />I would highly recommend."
413075,B000FRSSFC,AMPVDI3VK4W46,Sarah M. Walsh,0,0,5,1279843200,can't eat anything else now,this is the best protein bar i have ever had.  I tend to eat on the go and I have had one for breakfast almost every weekday day for the past 5 months! A little high in sat fat but it's worth it.
413080,B000FRSSFC,ATY98R7TB1NNG,E. Bretton,0,0,5,1253750400,Greatest tasting protein bar ever!,"having tried multiple (dry, tasteless)bars this is THE BEST!(Although I haven't tried more that two of their flavors)."
413082,B000FRSSFC,A2XCLFJN9HJBAZ,Muriel F,0,0,5,1249862400,Some of the best tasting protein bars I've had..,I love these bars. What more can I say? They contain less sugar than a lot of other bars and still taste pretty good.
413084,B000FRSSFC,A2CTIAQMDM6LDP,Jeff,0,0,5,1245456000,A healthy alternative,"I have a terrible sweet tooth, and these are a great alternative to cookies or cake. Losing weight has been easier with these."
413088,B000FRSSFC,APQW7SKEMU355,Terry R. Schonwald,0,0,5,1224633600,They love them,My husband and our grown son both love the Power Crunch Peanut Butter Creme Bars.
413132,B000FRSSFC,A20T9KCZ7ZY09O,MJLPAA,1,1,5,1331769600,Perfect protein snack,These protein bars are a perfectly healthy treat.  I love that I don't have to feel guilty when I grab one of these.  These fit right into the Metabolic Effect Diet.
413133,B000FRSSFC,A2GXNF3QRHD2Q0,mansgoh,1,1,5,1322870400,favorite bar,the peanut butter bar is probably the best tasting bar that i've had til this day. i crave it everyday!
413138,B000FRSSFC,A24KY9WFCLKZDZ,Kim Kaaz,1,1,5,1304208000,Great taste,I really like all the power bars flavors.  Great for when you want a snack but don't want all the bad stuff that comes with other protein bars.  I also like the crunch. when I'm craving chocolate it really hits the spot and dulls my cravings.
413160,B000FRSSFC,A3NF0H730HCE0W,"Deanna in Cali ""DJ""",0,0,5,1344816000,"It's like a cookie . . . with protein!  Yum, yum, yum.","I stumbled upon these quite by accident: a co-worker left them in the kitchen (people often bring in leftovers or things to share).  I read the package and mused ""Creme filled wafer bar?  Intriguing.""  I'd never heard the words ""wafer"" and ""protein"" used in the same sentence.  But I remembered how much I used to love going to my grandma's house as a kid because she used to keep vanilla, chocolate and strawberry wafer cookies in the cookie jar.<br /><br />These tasty, light crunchy wafers do remind me of those wafer cookies from my childhood.  The peanut butter ones are sweetened with fructose and stevia.  Stevia is a natural swetener with a sightly unusual taste that might be jarring if you're not used it.  It's sweet, but doesn't taste quite like sugar, which is what I like about it.  These bars are just sweet enough to be enjoyable, but not sweet enough that I would want to devour a whole box of them like I would a candy bar.<br /><br />They are light and crispy, and perfect as a snack or a treat.  They're only 10 grams of carbs and 5 grams of sugar [just over a teaspoon] - perfect if you're watching your carbs and want a sweet[ish] snack.  I brought the chocolate one with me to the movies the other night, and while other people had their candy, I had my own ""candy"" to enjoy, without the suagr high and with the benefit of 13 g of portein.  I can't see a big, buff muscley guy getting a lot out of them [men need more calories & protein], but for me, they are the perfect addition to my health and fitness plan.<br /><br />The only thing I'd change [for nutritional purposes] would be to add more fiber.  But I suppose adding that would affect the texture and possibly the taste."
413164,B000FRSSFC,A1WUNGH7CHXY1V,Dfu,0,0,5,1340236800,love this protein bar,Have used this regularly for a few months now. Like that it is wafer and not too heavy. Also not too sweet. Will cont t order through amazon
413168,B000FRSSFC,A2C2I3VM7FT4PQ,barby153,0,0,5,1338768000,Sooo Good!,"Love the flavor, for the calories, low carb & great protein these are so good & convenient!  My only objection is that I can't eat more of them!"
413169,B000FRSSFC,A26LCS1BBLKY9F,BlackHawk,0,0,5,1338681600,"Great snack, like eating a treat!",These are some of the best tasting protein bars I've ever had.  they're like eating a snack but they've also got a good amount of protein in there.  Power Crunch bars are my new favorite; I highly recommend you try them; I've had all of the flavors and not one of them was bad.  What's the best one to try?  If you like Peanutbutter then try that first - but I will say I usually don't like Vanilla flavored anything but even the Vanilla is very tasty and good.
413172,B000FRSSFC,A27X750TSCLBD,"Natasha Fletcher ""Earth Worm""",0,0,5,1337126400,Yum yum,"I just love these bars,they are so good!  The texture is amazing,very good for a health bar.  The bar really took care of my craving for sweets."
413177,B000FRSSFC,AWK9FN7KKWCK9,Dawn DeVane,0,0,5,1333929600,WONDERFUL,"This product is great!!!!!<br />Tastes great, good source of protein!<br />It doesn't tastes like most power bars- either chalky or have a yuck taste to them.<br />It's like a regular cookie..."
413192,B000FRSSFC,A2QM83C1ZCI0EM,ConSumEr,0,0,4,1320796800,Good Protein Bar,"These are pretty good bars.  I like that they don't have 30 grams of protein, so I can actually finish a whole one without feeling lethargic.  They are low carb, which is kind of what I wanted...but I don't enjoy the artificial sweetener in it.  I would honestly rather not have it sweet, but I'm sure most people won't find this an issue."
413195,B000FRSSFC,A4KL48QITDQ28,"janc ""janc""",0,0,5,1318809600,Great taste,These energy bars taste great and come in a variety of flavors. They are low in carbs which is what I need.
415032,B000PGHLNS,A20EEWWSFMZ1PN,"bernie ""webviator""",0,0,5,1339027200,Mammy's little baby loves short'nin' bread,I grew up on Lorna Doone-Shortbread Cookies. I like just about any kind of packaging. There are more and less expensive short bread versions on the market; however Lorna Doone is the stick that others are measured by.<br /><br />I used to buy these critters out of a vending machine at work until they became too expensive. Now I buy my own and have frequent visits from new found friends that used to be just co-workers. These cookies also work as that great pick-me-up snack on a long work day.
419014,B00622CYW2,AXLWYATME4LVK,S. Wild,0,0,5,1302480000,My Grandson and I loved these!,"I always try to taste what I give my Grandson and I have to say, I could eat these! I love the ingredient list and that they are organic and again, could not find them cheaper in my area."
419376,B0029ZAOW8,A2P4DZ9LG66F7M,jcazz,1,1,4,1333065600,"I'm surprised, but so far it works for me","A friend mentioned that 5-Hour worked well for him.  I had been tempted before to buy a bottle & try it, but I don't drink a ton of caffeine products and I almost never drink ""energy"" drinks.  So I was very skeptical and wary of this product.  But after my friend said he liked it I figured I would give it a try.<br /><br />My problem is I'm either a zombie in the morning, or I feel good in the morning but by about 3:30pm or 4:00pm I can barely keep my eyes open.  I decided to give this a try to see if it made any difference.<br /><br />Surprisingly, it does seem to work for me.  I've noticed that it works better when I'm tired in the afternoon than when I'm tired in the morning.  I don't feel extremely jittery and I suppose the claim of no crash is true because I never feel like I hit a wall.<br /><br />I usually notice it takes 10, maybe 15 minutes to kick in.  And I generally go from feeling like I'm going to nod off at my desk to at least being able to keep my eyes open & get some work done.  I don't feel like it gives me any super powers, hyper concentration, etc., and I don't feel like I have so much energy I'm bouncing off the walls.  Just a little boost.<br /><br />The flavor is okay; these are berry and it's kind of tart - like the flavoring is covering a bitter taste.  It's not awful, but it's not a flavor I would want to savor in a drink, etc.  I chug the thing and try to taste it as little as possible.<br /><br />I think it's kind of pricy for what you get, but I'm also not using it every day.  Maybe 3 days a week.  So in that respect it's no worse than a daily Starbucks habit price-wise.  If I ever start to build a resistance to the combination of stuff that makes it work, I wouldn't try drinking MORE to counter act the effects, I would probably save my money and try something else.<br /><br />All-in-all I'm happy with how it's working for me for now.  I do feel more alert and I don't feel jittery or like I have nervous energy to burn.  When this batch is gone I'll probably get more, but I don't know that with 100% certainty.<br /><br />Pros<br />* It does give a boost of energy and I don't feel like I crash<br />* The flavor isn't as bad as I would have guessed<br /><br />Cons<br />* They're expensive, even buying them in bulk<br />* The flavor isn't as good as I would have hoped<br />* Doesn't give INSTANT energy.  Takes 10-15 minutes and is gradual<br />* Possible to build a resistance to the product? More time/use required to know for sure"
419431,B0029ZAOW8,A2W86OOOQBWZ38,"Maryland Reader ""Alle""",3,4,3,1213142400,"After first, just okay","The first of these I had was wonderful.  I got renewed energy and it helped me get through the rest of the day.  I've drank most of the rest of these and generally it gives me a bit of energy and does help me get through the day, but not like that first time.  There is one other time I did get the same blast as the first time.  Maybe it has to do with how much I've eaten before drinking this?<br /><br />The best thing about this, though, is there's no drugged feeling.  And I sleep well the night after I take this.  All-in-all, it's been a good boost for me, though.  I'd definitely recommend it to someone like me who gets very tired in the afternoons and needs a boost of energy.<br /><br />I do like the berry flavor of the caffeinated version better than the citrus flavor this comes in.  But I haven't found the decaf version in anything other than citrus flavor."
419473,B0029ZAOW8,A23I5KTWELW9XN,"Dave in MD ""No longer tired""",14,18,5,1239408000,5-hour Entergy Extra review,"I thoroughly loved the product and got a great price through Amazon.  I have diabetes and suffer from job layoff depression.  I purchased the product for it's low calorie and promise of energy boost to combat my health conditions, and it WORKS GREAT without any 'buzz'. I was definitely about to stay focused after the drink and be more productive in the tasks I need to complete for several hours, instead of getting tired and having no energy to keep going."
419506,B0029ZAOW8,A2B3WEXPTH9XZZ,kahli,0,0,5,1346716800,Great deal,"I used to buy the 2 packs almost daily at over $5 a pack. When I saw this case I just had t get them. I love 5 hour energy. I only use them on long drives now, but its s till a great product!"
419537,B0029ZAOW8,A2LMXTLEP8EI5Y,"C. Le ""CY""",0,0,5,1330041600,You Will Feel Super Invincible+ Multi Vitamin,"i take this and with  omega 3. i am a writer and have not completed a entire novel until now. this is my secret. and this is so much better than a big red energy drink why?<br /><br />1.absolutely no racing heartbeat or too wired like redline.<br />2.absolutely no crash. a perfect combo of natural caffine<br />3.amazing joyful upbeat do anything feeling.all the time.<br />4.please follow the bottle.i learn the hard way. 1 bottle a day not 2.<br />5.combine these with nlp or another motivation technique and its been my cure all.just feeling great<br />6. i have been battleing the mild ""blues"" all my life until about 3 weeks ago.<br />TC-"
419587,B0029ZAOW8,A2P71WA0V5MIPD,"C. McDonald ""CRM""",11,14,5,1228780800,"5 Hour Energy...  Long lasting, no crash!!!","This stuff really works, and it's cheaper and better than Red Bull, Monster, or any of the other energy drinks.  It lasts longer, there's no crash, and no sugar.  I drink one every morning instead of coffee, and the best thing is, it actually tastes pretty good.  Highly recommended to start your day."
419594,B0029ZAOW8,A3K6EDTDP7DXM2,Tricia,0,0,5,1310947200,The Gentle Wakeup Method,"I'm a night owl with a 8-4 job that is preceeded by a 1-hour commute, that often gets stuck on call during the late hours simply because my supervisor knows I'll be awake. So sleep is a coveted prize.<br /><br />I originally was drinking Monster energy drinks. While good, eventually my tolerance was so high I'd be drinking 2-3 of them just to keep going, which would start making my stomach rebel. I tried coffee as an alternative, and that was a guarentee for a rebellious stomach, and the stuff usually took a good hour to really have effect no matter how strong I made it.<br /><br />I stumbled onto 5-hour energy when hiding in a 7-11 during a sudden downpour on my walk to the office, and figured, ""Eh, why not."" I'd seen a few commercials, but kinda just wrote it off - primarily because I utterly hated that their early commericals were almost entirely a smear against other alternatives. I chugged it, then headed back on my walk once it was clear.<br /><br />I was awake and alert by the time I got to the office, and I'd only downed half the bottle. I was expecting an aftershot later from my stomach (I really have a touchy one), with only a very minor reaction from it.<br /><br />Big thing that hit me, was the price they slap on them Downtown; this 12 pack was the answer to that. Especially since I will easily go through them all.<br /><br />I very definitely recommend them."
419599,B0029ZAOW8,A3M7SV6HWM297F,Jason,0,0,5,1308528000,Great product,"Quick shipping, good price, exactly what I paid for.  I'm definitely not a morning person, but these definitely do the job.  I hate coffee and these definitely don't taste ""good"", but they are easy enough to take down.  It's not like you're trying to shoot a bottle of cough syrup, it's really not that bad.  Kind of tart/tangy but it gets the job done.  Good product."
419601,B0029ZAOW8,A2CJL1UC67IYR0,Ryan,0,0,3,1306800000,they really do work,"They do work, and don't taste too bad<br /><br />Only complaint and reason I didn't give 5 stars is they are expensive little buggers; wish these things would come down in price."
419603,B0029ZAOW8,A2OJ0KLA6IOGVA,Andre D Sanders,0,0,5,1302739200,Price is constantly creeping...,"Up and up. I remember when this was 19 or 21 dollars. In a matter of months, it's near 27 bucks. While I enjoy the product and would like to buy in bulk, I'm going to have to stop."
419605,B0029ZAOW8,A3Q75I36A5RM3W,Blake,0,0,5,1301875200,Dare I say it is better than coffee!!!,"I am an ex barista who worked at Starbucks over a decade ago, and have been a slave to coffee for many years. I have found that the 5 Hour Energy Extra Strength Berry Flavored not only stimulates me better, but it lasts longer too!"
419618,B0029ZAOW8,A15IR500JQ02X0,gioslick,0,0,5,1297209600,great product,Great if you need energy!  I use this product daily and it keeps me going with my extremely high-stress job!
419625,B0029ZAOW8,A1IOSSMG1CLUCB,"Barbara  Murray ""grandma""",0,0,5,1289606400,5-Hour Extra Strength Berry,Does what it says...it's an energy drink but so is coffee.  Unlike coffee you can carry it to class and take it when you need it.
419628,B0029ZAOW8,A1006V961PBMKA,Neal Mayborn,0,0,3,1287100800,not that different from regular 5 hour,this has more caffiene and 2000 mg of energy blend... instead of 1870 mg energy blend... I can't tell the difference from regular 5 hour energy but it costs more. it's good though. I think 5 hour energy is the best energy shot available.
419630,B0029ZAOW8,A2LE4VC8KD57EP,Tennie Slone,0,0,5,1282003200,Good Stuff,"I ordered the 5 hour energy drink from Amazon because it is cheaper than buying it one bottle at a time.  This product is great when you need to stay alert for 5 hours.  I have had no jittery, caffeine type effects from it.  It just lets you have 5 hours of non-drowsy time and then it lets you go to sleep.  Very good for people who need to drive at night or do something that requires mental alertness.  Highly recommend it!!"
419631,B0029ZAOW8,A1RSTON1MRXW0,Nebula Haze,0,0,5,1274054400,"Works great, tastes great",I've tried a million kinds of energy drinks but these 5-hour energy shots always work the best for me. I have a lower tolerance so I only need half of one of these to get a good effect. They taste pretty good for an energy drink. They are a fruity berry flavor with hints of multivitamin. They last for at least five hours. I'll take them around 7 or 8 pm if I have to stay up studying and sometimes they'll keep me up until 2-3 in the morning.
419632,B0029ZAOW8,A1SIRPSBFFZR26,"Mr. Man ""Rambo""",0,0,5,1270944000,Really Perks you UP!,"I drink red bull, but sometimes I don't want to drink a whole can, so I keep these little bottles nearby and drink one of them.  One gulp and 15 minutes later I feel like I can get up off the couch and do something productive. Easy to take with you because one will fit in your pocket and is ready when you are. Great Product!"
419633,B0029ZAOW8,A1I7JF2ALF84M,disappointed,0,0,5,1265760000,5-hour energy,I just had twins in December.  How do I make it through the workday?????  5-hour energy.  Enough said.
419634,B0029ZAOW8,A14VFEX3PG0O7V,"Michael Booth-marciano ""Michael Marciano""",0,0,5,1248998400,Great product!!,5 hour energy give you a kick in the pants...great for a rough day at work!!
419635,B0029ZAOW8,A3MSAURN3H0O4M,"Stephen Alexander Davis ""Stephen Alexander Davis""",0,0,4,1244160000,Tastes good and it works!,Great product.  It tastes fairly good and does give you a nice burst of energy to do what you need to do on a Wednesday (and Thursday)
419645,B0029ZAOW8,A19HDZR0MZYAXO,Sean Stark,1,2,5,1282089600,"Very pleased, repeat customer",This is my 3rd or 4th purchase from this company. The price can't be beat and the shipping is extremely fast. Couldn't be happier with my experience.
419646,B0029ZAOW8,A3LF9GB062XMF6,TheLlamaBook,1,2,5,1267056000,"Not magical, but close.","This isn't a LOT of sugar/caffeine.<br /><br />It's a LOT of vitamins and some energy blend. It has (supposedly) 200mg of caffeine, which is about as much in a strong cup of coffee. Compare this to the average 45 mg contained in Diet Coca-Cola. I compare this product to Diet Coke because regular Coca-Cola contains enough sugar to obscure the effects of its caffeine.<br /><br />With knowledge of its contents in mind, this product offers a subtle and extended increase in energy. It is clearly an increase in energy, but that doesn't mean that you'll experience anything similar to the energy boost from a sugar high. It's a much more controlled boost in energy.<br /><br />I recommend this product to anyone who is in generally good health. Even if you don't take it for extra energy, it's probably a good idea to take vitamins every once in a while rather than not taking vitamins at all.<br /><br />Forclosure: The only other energy shot that I tried is the Mountain Dew one...it wasn't worth it. I have consumed more than my fair share of energy drinks, though (rockstar, monster, etc.)."
419647,B0029ZAOW8,A2GUF1575GL2IJ,"C. Sims ""Alpha Nerd""",1,2,4,1245974400,Good energy,I figured this would be a good energy shot before my evening workout and it is. After working all day and still needing more exercise this really helps get me through. At first I was amazed at how good it tasted. It reminds me a bit of Kool-aid. Then the aftertaste hit and I thought I was going to die. Fortunately it is small so you can shoot it down and chase it with anything. I'll keep using these as long as I can find more. The pricer here on Amazon also makes them a valuable find.
419668,B0029ZAOW8,A39AJMBXME09XN,Leta,0,1,5,1279929600,Great Price,Excellent customer service and I received the item sooner than expected. Price was lower than in stores.
419687,B0029ZAOW8,A2QHOL8JNUKSDG,ddawg22,0,2,5,1316563200,Wow,"Shipment was amazing. I got the item 5 days before it said it was supposed to come in. And for a product like this, you can't review the quality of the product. So, I definitely recommend this company."
